old_path	new_path	old_status_head	new_status_head
context/instructions/2026-08-21_R3_PKG-E2E-1_packaged-integration-run_coding-instruction_SKELETON.md	context/instructions/archive/2026-08-21_R3_PKG-E2E-1_packaged-integration-run_coding-instruction_SKELETON.md	status: SKELETON (v55 beat 1; AMENDED beat 3 — **R-3 RULED CLONE** (Nick, 2026-08-21) and 	status: SUPERSEDED 2026-09-07 — by: context/handoff/archive/2026-08/2026-08-26_R3a_rehears
context/instructions/2026-08-21_R6-R8_token-rotation-operator-path_coding-instruction.md	context/instructions/archive/2026-08-21_R6-R8_token-rotation-operator-path_coding-instruction.md	status: ISSUE-READY (v55 beat 1). Baseline: core `7c9e4fa` (verify at launch; porcelain cl	status: EXECUTED 2026-08-22 — return: context/audits/2026-08-22_R6R8_token-ops_return.md ·
context/instructions/2026-08-21_research-lane_RS4-cra-readiness-memo_brief.md	context/instructions/archive/2026-08-21_research-lane_RS4-cra-readiness-memo_brief.md	<no status line>	status: EXECUTED 2026-08-21 — return: context/audits/2026-08-21_RS4_cra-readiness-memo_ret
context/instructions/2026-08-22_FE-lane_SWAP-CENSUS_brand-token-reach_brief.md	context/instructions/archive/2026-08-22_FE-lane_SWAP-CENSUS_brand-token-reach_brief.md	status: DISPATCH-READY (v56 beat 1). Due: on disk by Tue 2026-08-25 EOD CT (before the wor	status: EXECUTED 2026-08-22 — return: context/audits/2026-08-22_FE-SWAP-CENSUS_return.md ·
context/instructions/2026-08-22_FE-lane_SWAP-GATE_brand-token-pin_micro-WU.md	context/instructions/archive/2026-08-22_FE-lane_SWAP-GATE_brand-token-pin_micro-WU.md	status: ISSUE-READY (v56 beat 2). Baseline: core `89a912e` (the census commit; `web-ui/das	status: EXECUTED 2026-08-27 — return: context/audits/2026-08-27_FE-SWAP-GATE_return.md · a
context/instructions/2026-08-22_R7_arm64-artifact-channel_coding-instruction.md	context/instructions/archive/2026-08-22_R7_arm64-artifact-channel_coding-instruction.md	status: ISSUE-READY (v55 beat 4). Baseline: core `33861ad` (verify at launch; porcelain cl	status: EXECUTED 2026-08-22 — return: context/audits/2026-08-22_R7_arm64-artifact-channel_
context/instructions/2026-08-22_R7b_version-scheme_distribution-micro-WU_coding-instruction.md	context/instructions/archive/2026-08-22_R7b_version-scheme_distribution-micro-WU_coding-instruction.md	status: ISSUE-READY (v56 beat 1). Baseline: core `89a912e` (R-7 landed; CI GREEN on all th	status: EXECUTED 2026-08-23 — return: context/audits/2026-08-23_R7b_version-scheme_return.
context/instructions/2026-08-22_R9_E3-HEALTH_unauthenticated-loopback-health_coding-instruction.md	context/instructions/archive/2026-08-22_R9_E3-HEALTH_unauthenticated-loopback-health_coding-instruction.md	status: ISSUE-READY (v55 beat 6). Baseline: core `62dbca3` + the R-7 commit (the 7-file ar	status: EXECUTED 2026-08-22 — return: context/audits/2026-08-22_R9_E3-HEALTH_return.md · a
context/instructions/2026-08-22_research-lane_BRAND-SPRINT-1_build-out-board_brief.md	context/instructions/archive/2026-08-22_research-lane_BRAND-SPRINT-1_build-out-board_brief.md	status: DISPATCH-READY (v56 beat 1). Due: on disk by Tue 2026-08-25 EOD CT (the Pelton res	status: EXECUTED 2026-08-22 — return: context/audits/2026-08-22_BRAND-SPRINT-1_return.md ·
context/instructions/2026-08-22_research-lane_R10-IN-L_liveness-contract-and-notify-transport_brief.md	context/instructions/archive/2026-08-22_research-lane_R10-IN-L_liveness-contract-and-notify-transport_brief.md	status: DISPATCH-READY (v56 beat 1). Due: on disk by Fri 2026-08-28 EOD CT (parallel, read	status: EXECUTED 2026-08-22 — return: context/audits/2026-08-22_R10-IN-L_liveness-and-noti
context/instructions/2026-08-22_research-lane_R10-IN-P_physics-seed-vs-measured-bench_brief.md	context/instructions/archive/2026-08-22_research-lane_R10-IN-P_physics-seed-vs-measured-bench_brief.md	status: DISPATCH-READY (v56 beat 1). Due: before the R-10 charter weekend (on disk by Fri 	status: EXECUTED 2026-08-22 — return: context/audits/2026-08-22_R10-IN-P_physics-seed-vs-m
context/instructions/2026-08-22_research-lane_W-HIVE-1_hivemind-token-economy_brief.md	context/instructions/archive/2026-08-22_research-lane_W-HIVE-1_hivemind-token-economy_brief.md	status: DISPATCH-READY (v56 beat 1). Baseline: hivemind `ee767de` (v55 beat 6) or newer — 	status: EXECUTED 2026-08-22 — return: context/audits/2026-08-22_W-HIVE-1_hivemind-token-ec
context/instructions/2026-08-23_skills-lane_W-SKILLS-4_launch-cost-and-conventions_brief.md	context/instructions/archive/2026-08-23_skills-lane_W-SKILLS-4_launch-cost-and-conventions_brief.md	status: DISPATCH-READY (v56 beat 4). Dispatch Mon/Tue Aug 24–25. Baseline: hivemind at the	status: EXECUTED 2026-08-26 — return: context/audits/2026-08-26_W-SKILLS-4_return.md · aud
context/instructions/2026-08-27_R3b_PKG-E2E-1_unit-loosening_coding-instruction.md	context/instructions/archive/2026-08-27_R3b_PKG-E2E-1_unit-loosening_coding-instruction.md	status: **ISSUE-READY-PENDING-MEASUREMENT** — dispatch ONLY after the hub stamps §2 with t	status: EXECUTED 2026-08-30 — return: context/audits/2026-08-30_R3b_unit-loosening_return.
context/instructions/2026-08-28_PKG-SEC-1_run-smoke-token-mode_and_version-symmetry_coding-instruction.md	context/instructions/archive/2026-08-28_PKG-SEC-1_run-smoke-token-mode_and_version-symmetry_coding-instruction.md	status: **ISSUE-READY — HELD UNTIL POST-R-4** (the next core touches are R-3b then this; d	status: EXECUTED 2026-08-30 — return: context/audits/2026-08-30_PKG-SEC-1_return.md · audi
context/instructions/2026-08-28_skills-lane_W-SKILLS-5_pm-p7-fold_and_masthead-provenance_brief.md	context/instructions/archive/2026-08-28_skills-lane_W-SKILLS-5_pm-p7-fold_and_masthead-provenance_brief.md	status: DISPATCH-READY (v57 beat 7, Fri 2026-08-28). **Dispatch Saturday evening or Sunday	status: EXECUTED 2026-08-29 — return: context/audits/2026-08-29_W-SKILLS-5_return.md · aud
context/instructions/2026-08-29_research-lane_RS-4_80211bf-sensing-physics_brief.md	context/instructions/archive/2026-08-29_research-lane_RS-4_80211bf-sensing-physics_brief.md	status: DISPATCH-READY (v58 beat 3, Sat 2026-08-29). Runs unattended; the hub audits on re	status: EXECUTED 2026-08-29 — return: context/research/2026-08-29_RS4_80211bf-sensing_retu
context/instructions/2026-08-30_FE-HONEST-1_lane-brief.md	context/instructions/archive/2026-08-30_FE-HONEST-1_lane-brief.md	status: ISSUE-READY. Write-set: web-ui/** ONLY (core = NICK'S HANDS at commit; the lane co	status: EXECUTED 2026-08-30 — return: context/audits/2026-08-30_FE-HONEST-1_return.md · au
context/instructions/2026-08-30_PKG-SEC-2_zigbee-schema-admission_charter.md	context/instructions/archive/2026-08-30_PKG-SEC-2_zigbee-schema-admission_charter.md	status: CHARTERED — NOT DISPATCHED. Evidence: context/audits/2026-08-30_R4_re-rep_operator	status: SUPERSEDED 2026-09-07 — by: context/instructions/archive/2026-09-02_coder-lane_PKG
context/instructions/2026-09-02_coder-lane_F-R4-1_interview-on-rejoin_coding-instruction_RULING-SLOTTED.md	context/instructions/archive/2026-09-02_coder-lane_F-R4-1_interview-on-rejoin_coding-instruction_RULING-SLOTTED.md	status: AUTHORED AHEAD — RULING-SLOTTED. Dispatches when §0's slot reads RULED. Return: `c	status: EXECUTED 2026-09-02 — return: context/audits/2026-09-02_F-R4-1_return.md · audit: 
context/instructions/2026-09-02_coder-lane_PKG-SEC-2_zigbee-schema-admission_coding-instruction_RULING-SLOTTED.md	context/instructions/archive/2026-09-02_coder-lane_PKG-SEC-2_zigbee-schema-admission_coding-instruction_RULING-SLOTTED.md	status: AUTHORED AHEAD — RULING-SLOTTED. Dispatches when §0 reads RULED. Return: `context/	status: EXECUTED 2026-09-03 — return: context/audits/2026-09-03_PKG-SEC-2_return.md · audi
context/instructions/2026-09-03_evidence-read_s31-nightly-0902_session_prompt.md	context/instructions/archive/2026-09-03_evidence-read_s31-nightly-0902_session_prompt.md	status: DISPATCH-READY — authored at v61 beat 10 (2026-09-03 ~06:30 CT). Return path: nexs	status: EXECUTED 2026-09-03 — return: context/audits/2026-09-03_s31-nightly-0902_evidence-
context/instructions/2026-09-04_coder-lane_FAILCHAN-FIX-1_CI-nondeterminism_coding-instruction.md	context/instructions/archive/2026-09-04_coder-lane_FAILCHAN-FIX-1_CI-nondeterminism_coding-instruction.md	status: ISSUE-READY — dispatch-as-word (`FIX1: class` is the hub's recommendation and the 	status: EXECUTED 2026-09-05 — return: context/audits/2026-09-05_FIX-1_return.md · audit: c
context/instructions/2026-09-04_coder-lane_FAILCHAN_boot-honesty-sweep_coding-instruction.md	context/instructions/archive/2026-09-04_coder-lane_FAILCHAN_boot-honesty-sweep_coding-instruction.md	status: ISSUE-READY — dispatch-as-word (Row 6 (a) + EXITCODE (a) are ruled). baseline: cor	status: EXECUTED 2026-09-04 — return: context/audits/2026-09-04_FAILCHAN_return.md · audit
context/instructions/2026-09-05_coder-lane_CG-123_read-API-v1.1.3-additive_coding-instruction.md	context/instructions/archive/2026-09-05_coder-lane_CG-123_read-API-v1.1.3-additive_coding-instruction.md	status: ⛔ GATED on FIX-1b's push run GREEN (the deferred gate on `main`; one lane on the c	status: EXECUTED 2026-09-05 — return: context/audits/2026-09-05_CG-123_return.md · audit: 
context/instructions/2026-09-05_frontend-lane_FE-113_read-API-v1.1.3-mirror_fast-follow_instruction.md	context/instructions/archive/2026-09-05_frontend-lane_FE-113_read-API-v1.1.3-mirror_fast-follow_instruction.md	status: AUTHORED v65 beat 3; §2 SLOTS FILLED at v65 beat 5 from the CG audit (`context/aud	status: EXECUTED 2026-09-06 — return: context/audits/2026-09-06_FE-113_return.md · audit: 
context/instructions/2026-09-06_coder-lane_F-R4-1b_zdo-ieee-addr-req_second-surface_coding-instruction.md	context/instructions/archive/2026-09-06_coder-lane_F-R4-1b_zdo-ieee-addr-req_second-surface_coding-instruction.md	status: ⛔ GATED on FE-113 LANDING (one lane on the core tree — FE-113 is it until Nick's c	status: EXECUTED 2026-09-06 — return: context/audits/2026-09-06_F-R4-1b_return.md · audit:
context/instructions/2026-09-05_W-SKILLS-7_skills-pass_lane-dispatch.md	context/instructions/2026-09-05_W-SKILLS-7_skills-pass_lane-dispatch.md	status: AUTHORED v65 beat 1a (Sat 2026-09-05 ~21:42 CT; instrument 2026-09-06T02:42Z) unde	status: SUPERSEDED 2026-09-07 — by: context/instructions/2026-09-07_W-SKILLS-8_skills-pass
context/planning/2026-05-31_release-runway-roadmap.md	context/planning/2026-05-31_release-runway-roadmap.md	status: CURRENT — issued 2026-05-31 (M4.B-S1 closeout)	status: HISTORICAL 2026-09-07 — superseded by: context/planning/2026-09-06_v66_STATE-OF-TH
context/planning/2026-06-06_post-M4-plan-and-M5-scoping.md	context/planning/2026-06-06_post-M4-plan-and-M5-scoping.md	status: CURRENT — issued 2026-06-06 (post-M4)	status: HISTORICAL 2026-09-07 — superseded by: context/planning/2026-09-06_v66_STATE-OF-TH
context/planning/2026-06-08_M6-charter.md	context/planning/2026-06-08_M6-charter.md	status: CURRENT — issued 2026-06-08; entry-gate CLOSED 2026-06-09 (config side RATIFIED: A	status: HISTORICAL 2026-09-07 — superseded by: context/planning/2026-09-06_v66_STATE-OF-TH
context/planning/2026-06-13_side-research-candidates_CORE-DOCS.md	context/planning/2026-06-13_side-research-candidates_CORE-DOCS.md	status: READY — Nick selects + dispatches (veto-or-default); each lands as an R-series ret	status: HISTORICAL 2026-09-07 — superseded by: context/planning/2026-09-06_v66_STATE-OF-TH
context/planning/2026-06-13_strategy-refresh-drafts_R15.md	context/planning/2026-06-13_strategy-refresh-drafts_R15.md	status: DRAFT 2026-06-13 — authored at the M7-AMD-block session (W25 Lane 6). Per-item vet	status: HISTORICAL 2026-09-07 — superseded by: context/planning/2026-09-06_v66_STATE-OF-TH
context/planning/2026-06-14_automation-engine-superiority_research-vector_proposal.md	context/planning/2026-06-14_automation-engine-superiority_research-vector_proposal.md	status: DRAFT 2026-06-14 — registered in research-agenda.md (Track-3/4 addendum). Dispatch	status: HISTORICAL 2026-09-07 — superseded by: context/planning/2026-09-06_v66_STATE-OF-TH
context/planning/2026-06-26_v6-forward-plan_execution-refresh.md	context/planning/2026-06-26_v6-forward-plan_execution-refresh.md	status: ACTIVE — authored 2026-06-26. Ruling: Nick co-signed "full parallel fleet now" (ru	status: HISTORICAL 2026-09-07 — superseded by: context/planning/2026-09-06_v66_STATE-OF-TH
context/planning/2026-06-27_causal-read-API_scope-freeze-and-milestone-breakdown.md	context/planning/2026-06-27_causal-read-API_scope-freeze-and-milestone-breakdown.md	status: PROPOSED 2026-06-27 (v9 hub) — Nick delegated the read-API scope call; this is tha	status: HISTORICAL 2026-09-07 — superseded by: context/planning/2026-09-06_v66_STATE-OF-TH
context/planning/2026-06-29_frontend-master-plan.md	context/planning/2026-06-29_frontend-master-plan.md	status: DRAFT FOR NICK 2026-06-29 (frontend strategy + planning lane, nexsys-frontend role	status: HISTORICAL 2026-09-07 — superseded by: context/planning/2026-09-06_v66_STATE-OF-TH
context/planning/2026-06-30_frontend-pre-hardware-sprint.md	context/planning/2026-06-30_frontend-pre-hardware-sprint.md	status: DRAFT FOR NICK 2026-06-30 (frontend planning register). Builds on _amendment-1 (Ni	status: HISTORICAL 2026-09-07 — superseded by: context/planning/2026-09-06_v66_STATE-OF-TH
context/planning/2026-09-03_next-sessions_PROGRAM_v62-onward.md	context/planning/2026-09-03_next-sessions_PROGRAM_v62-onward.md	status: LIVE from v61 beat 9. Re-splice on: the sitting's words · the F-R4-1 CI verdict · 	status: HISTORICAL 2026-09-07 — superseded by: context/planning/2026-09-06_v66_STATE-OF-TH
context/planning/weeks/2026-W30_jul20-jul26.md	context/planning/archive/weeks/2026-W30_jul20-jul26.md	status: IN_PROGRESS (pre-minted at the v32 launch, 2026-07-18; becomes the current-week pl	status: IN_PROGRESS (pre-minted at the v32 launch, 2026-07-18; becomes the current-week pl
context/planning/weeks/2026-W31_jul27-aug02.md	context/planning/archive/weeks/2026-W31_jul27-aug02.md	status: PRE-MINTED (becomes the current-week plan at the 2026-07-27 boundary). The authori	status: PRE-MINTED (becomes the current-week plan at the 2026-07-27 boundary). The authori
context/planning/weeks/README.md	context/planning/archive/weeks/README.md	status: CURRENT	status: CURRENT
context/planning/weeks/archive/2026-W12_mar13-mar22.md	context/planning/archive/weeks/archive/2026-W12_mar13-mar22.md	status: CURRENT	status: CURRENT
context/planning/weeks/archive/2026-W12b_mar16-mar22.md	context/planning/archive/weeks/archive/2026-W12b_mar16-mar22.md	status: CURRENT	status: CURRENT
context/planning/weeks/archive/2026-W13_mar23-mar29.md	context/planning/archive/weeks/archive/2026-W13_mar23-mar29.md	status: CURRENT	status: CURRENT
context/planning/weeks/archive/2026-W14_mar30-apr05.md	context/planning/archive/weeks/archive/2026-W14_mar30-apr05.md	status: CURRENT	status: CURRENT
context/planning/weeks/archive/2026-W15_apr06-apr12.md	context/planning/archive/weeks/archive/2026-W15_apr06-apr12.md	status: CURRENT	status: CURRENT
context/planning/weeks/archive/2026-W21_may18-may24.md	context/planning/archive/weeks/archive/2026-W21_may18-may24.md	status: CURRENT	status: CURRENT
context/planning/weeks/archive/2026-W22_may25-may31.md	context/planning/archive/weeks/archive/2026-W22_may25-may31.md	status: COMPLETE — 2026-05-31 (Workstream A complete through M4.0b-5 `c99b425`; Workstream	status: COMPLETE — 2026-05-31 (Workstream A complete through M4.0b-5 `c99b425`; Workstream
context/planning/weeks/archive/2026-W23_jun01-jun07.md	context/planning/archive/weeks/archive/2026-W23_jun01-jun07.md	status: COMPLETE	status: COMPLETE
context/planning/weeks/archive/2026-W24_jun08-jun14.md	context/planning/archive/weeks/archive/2026-W24_jun08-jun14.md	status: COMPLETE (finalized 2026-06-18 at the converge session — rollover ran late; scorec	status: COMPLETE (finalized 2026-06-18 at the converge session — rollover ran late; scorec
context/planning/weeks/archive/2026-W25_jun15-jun21.md	context/planning/archive/weeks/archive/2026-W25_jun15-jun21.md	status: IN_PROGRESS (ACTIVATED 2026-06-18 at the converge session; W24 finalized COMPLETE 	status: IN_PROGRESS (ACTIVATED 2026-06-18 at the converge session; W24 finalized COMPLETE 
context/planning/weeks/archive/2026-W26_jun22-jun28.md	context/planning/archive/weeks/archive/2026-W26_jun22-jun28.md	status: IN_PROGRESS (W25→W26 rollover flipped 2026-06-22 by the v5 hub; originally scoped 	status: IN_PROGRESS (W25→W26 rollover flipped 2026-06-22 by the v5 hub; originally scoped 
context/planning/weeks/archive/2026-W27_jun29-jul05.md	context/planning/archive/weeks/archive/2026-W27_jun29-jul05.md	status: COMPLETE (closed 2026-07-04 by the v19 hub at the currency pass — close-state reco	status: COMPLETE (closed 2026-07-04 by the v19 hub at the currency pass — close-state reco
context/planning/weeks/archive/2026-W28_jul06-jul12.md	context/planning/archive/weeks/archive/2026-W28_jul06-jul12.md	status: IN_PROGRESS (flipped 2026-07-06 by the v21 hub at launch, per the plan's own flip 	status: IN_PROGRESS (flipped 2026-07-06 by the v21 hub at launch, per the plan's own flip 
context/planning/weeks/archive/2026-W29_jul13-jul19.md	context/planning/archive/weeks/archive/2026-W29_jul13-jul19.md	status: IN_PROGRESS (minted at the Monday boundary; the soak exited ≥ 2026-07-13 ~07:50 Pi	status: IN_PROGRESS (minted at the Monday boundary; the soak exited ≥ 2026-07-13 ~07:50 Pi
context/programs/matter-design/00_PROGRAM_STATUS.md	context/programs/matter-design/00_PROGRAM_STATUS.md	status: CURRENT — beat 3 (B1–B5 RULED; Phase C OPEN), 2026-07-19.	status: PAUSED 2026-09-07 — no beat since 2026-07-19; resumes at the Matter horizon (Strat
context/programs/matter-design/design/2026-07-19_phase-C_design-charter.md	context/programs/matter-design/design/2026-07-19_phase-C_design-charter.md	status: ACTIVE — authored 2026-07-19 at beat 3, on the B1–B5 rulings.	status: PAUSED 2026-09-07 — no beat since 2026-07-19; resumes at the Matter horizon (Strat
context/programs/matter-design/dispatches/2026-07-19_A1_stack-survey_lane_prompt.md	context/programs/matter-design/dispatches/2026-07-19_A1_stack-survey_lane_prompt.md	status: READY — authored 2026-07-19 by the Matter design-program hub (launch beat 1).	status: PAUSED 2026-09-07 — no beat since 2026-07-19; resumes at the Matter horizon (Strat
context/programs/matter-design/dispatches/2026-07-19_A2_transport-and-hardware_lane_prompt.md	context/programs/matter-design/dispatches/2026-07-19_A2_transport-and-hardware_lane_prompt.md	status: READY — authored 2026-07-19 by the Matter design-program hub (launch beat 1).	status: PAUSED 2026-09-07 — no beat since 2026-07-19; resumes at the Matter horizon (Strat
context/programs/matter-design/dispatches/2026-07-19_A3_architecture-fit_lane_prompt.md	context/programs/matter-design/dispatches/2026-07-19_A3_architecture-fit_lane_prompt.md	status: READY — authored 2026-07-19 by the Matter design-program hub (launch beat 1).	status: PAUSED 2026-09-07 — no beat since 2026-07-19; resumes at the Matter horizon (Strat
context/programs/matter-design/dispatches/2026-07-19_A4_moat-translation_lane_prompt.md	context/programs/matter-design/dispatches/2026-07-19_A4_moat-translation_lane_prompt.md	status: READY — authored 2026-07-19 by the Matter design-program hub (launch beat 1).	status: PAUSED 2026-09-07 — no beat since 2026-07-19; resumes at the Matter horizon (Strat
context/programs/matter-design/dispatches/2026-07-19_A5_integration-2-and-certification_lane_prompt.md	context/programs/matter-design/dispatches/2026-07-19_A5_integration-2-and-certification_lane_prompt.md	status: READY — authored 2026-07-19 by the Matter design-program hub (launch beat 1).	status: PAUSED 2026-09-07 — no beat since 2026-07-19; resumes at the Matter horizon (Strat
context/programs/matter-design/returns/A1_stack-survey_return.md	context/programs/matter-design/returns/A1_stack-survey_return.md	status: RETURN READY for hub audit — authored 2026-07-19 by the A1 stack-survey research l	status: PAUSED 2026-09-07 — no beat since 2026-07-19; resumes at the Matter horizon (Strat
context/programs/matter-design/returns/A5_integration-2-and-certification_return.md	context/programs/matter-design/returns/A5_integration-2-and-certification_return.md	status: RETURN READY for hub audit — authored 2026-07-19 by the A5 research lane (write-is	status: PAUSED 2026-09-07 — no beat since 2026-07-19; resumes at the Matter horizon (Strat
context/strategy/2026-07-05_naming-and-domain-strategy.md	context/strategy/2026-07-05_naming-and-domain-strategy.md	<no status line>	status: REFERENCE — 2026-07-05 — superseded-by: context/strategy/brand-program/2026-09-02_
context/strategy/2026-07-05_product-name-candidates.md	context/strategy/2026-07-05_product-name-candidates.md	<no status line>	status: REFERENCE — 2026-07-05 — superseded-by: context/strategy/brand-program/2026-09-02_
context/strategy/2026-07-23_fusion-strategy_deliberation-record.md	context/strategy/2026-07-23_fusion-strategy_deliberation-record.md	<no status line>	status: REFERENCE — 2026-07-23 — superseded-by: context/strategy/fusion-program/2026-07-24
context/strategy/asymptote-name-recommendation.md	context/strategy/asymptote-name-recommendation.md	<no status line>	status: REFERENCE — 2026-06-19 — superseded-by: context/strategy/brand-program/2026-09-02_
context/strategy/brand-program/2026-07-22_brand-architecture_decision-package.md	context/strategy/brand-program/2026-07-22_brand-architecture_decision-package.md	<no status line>	status: REFERENCE — 2026-07-22 — superseded-by: context/strategy/2026-08-27_company-and-br
context/strategy/brand-program/2026-07-22_identity-system_exploration.md	context/strategy/brand-program/2026-07-22_identity-system_exploration.md	<no status line>	status: REFERENCE — 2026-07-22 — superseded-by: none
context/strategy/brand-program/2026-07-22_launch-readiness_checklist.md	context/strategy/brand-program/2026-07-22_launch-readiness_checklist.md	<no status line>	status: REFERENCE — 2026-07-22 — superseded-by: none
context/strategy/brand-program/2026-07-22_voice-tone-messaging_platform.md	context/strategy/brand-program/2026-07-22_voice-tone-messaging_platform.md	<no status line>	status: REFERENCE — 2026-07-22 — superseded-by: none
context/strategy/brand-program/2026-07-23_domain-handle-claims-refresh.md	context/strategy/brand-program/2026-07-23_domain-handle-claims-refresh.md	<no status line>	status: REFERENCE — 2026-07-23 — superseded-by: none
context/strategy/brand-program/2026-08-13_naming-program-v2_decision-package.md	context/strategy/brand-program/2026-08-13_naming-program-v2_decision-package.md	<no status line>	status: REFERENCE — 2026-08-13 — superseded-by: context/strategy/brand-program/2026-09-02_
context/strategy/brand-program/2026-08-13_native-speaker-check_operator-packet.md	context/strategy/brand-program/2026-08-13_native-speaker-check_operator-packet.md	<no status line>	status: REFERENCE — 2026-08-13 — superseded-by: context/strategy/brand-program/native-spea
context/strategy/brand-program/2026-08-13_zendomo_candidate-field-screen.md	context/strategy/brand-program/2026-08-13_zendomo_candidate-field-screen.md	<no status line>	status: REFERENCE — 2026-08-13 — superseded-by: context/strategy/brand-program/2026-08-31_
context/strategy/brand-program/2026-08-19_G2-swap-runbook.md	context/strategy/brand-program/2026-08-19_G2-swap-runbook.md	<no status line>	status: REFERENCE — 2026-08-19 — superseded-by: none
context/strategy/brand-program/2026-08-20_G2-readiness_decision-brief.md	context/strategy/brand-program/2026-08-20_G2-readiness_decision-brief.md	<no status line>	status: REFERENCE — 2026-08-20 — superseded-by: context/strategy/brand-program/2026-08-29_
context/strategy/brand-program/2026-08-31_nick_pre-call_stance_FILE-lean.md	context/strategy/brand-program/2026-08-31_nick_pre-call_stance_FILE-lean.md	<no status line>	status: REFERENCE — 2026-08-31 — superseded-by: context/strategy/brand-program/2026-08-31_
context/strategy/brand-program/native-speaker-results/2026-08-19_results-bank_and_adjudication.md	context/strategy/brand-program/native-speaker-results/2026-08-19_results-bank_and_adjudication.md	<no status line>	status: REFERENCE — 2026-08-19 — superseded-by: none
context/strategy/counsel-package/2026-07-15_asimtote-company-mark-companion-brief.md	context/strategy/counsel-package/2026-07-15_asimtote-company-mark-companion-brief.md	<no status line>	status: REFERENCE — 2026-07-15 — superseded-by: none
context/strategy/counsel-package/2026-07-15_attorney-shortlist-and-intro-emails.md	context/strategy/counsel-package/2026-07-15_attorney-shortlist-and-intro-emails.md	<no status line>	status: REFERENCE — 2026-07-15 — superseded-by: context/strategy/counsel-package/2026-07-2
context/strategy/counsel-package/2026-07-15_consult-scorecard.md	context/strategy/counsel-package/2026-07-15_consult-scorecard.md	<no status line>	status: REFERENCE — 2026-07-15 — superseded-by: context/strategy/counsel-package/2026-07-2
context/strategy/counsel-package/2026-07-15_domain-handle-claims-inventory.md	context/strategy/counsel-package/2026-07-15_domain-handle-claims-inventory.md	<no status line>	status: REFERENCE — 2026-07-15 — superseded-by: context/strategy/brand-program/2026-07-23_
context/strategy/counsel-package/2026-07-15_entity-status-note.md	context/strategy/counsel-package/2026-07-15_entity-status-note.md	<no status line>	status: REFERENCE — 2026-07-15 — superseded-by: context/strategy/2026-08-27_entity-posture
context/strategy/counsel-package/2026-07-15_product-one-pager.md	context/strategy/counsel-package/2026-07-15_product-one-pager.md	<no status line>	status: REFERENCE — 2026-07-15 — superseded-by: none
context/strategy/counsel-package/2026-07-15_screening-receipts-appendix.md	context/strategy/counsel-package/2026-07-15_screening-receipts-appendix.md	<no status line>	status: REFERENCE — 2026-07-15 — superseded-by: none
context/strategy/counsel-package/2026-07-17_tsdr-0715-documents_exhibit-note.md	context/strategy/counsel-package/2026-07-17_tsdr-0715-documents_exhibit-note.md	<no status line>	status: REFERENCE — 2026-07-17 — superseded-by: context/strategy/counsel-package/2026-08-0
context/strategy/counsel-package/2026-07-21_engagement-tracker.md	context/strategy/counsel-package/2026-07-21_engagement-tracker.md	<no status line>	status: REFERENCE — 2026-07-21 — superseded-by: none
context/strategy/counsel-package/2026-07-22_tamodo-candidate-field-screen.md	context/strategy/counsel-package/2026-07-22_tamodo-candidate-field-screen.md	<no status line>	status: REFERENCE — 2026-07-22 — superseded-by: none
context/strategy/counsel-package/2026-08-13_pelton-search-report_intake-adjudication.md	context/strategy/counsel-package/2026-08-13_pelton-search-report_intake-adjudication.md	<no status line>	status: REFERENCE — 2026-08-13 — superseded-by: context/strategy/brand-program/2026-08-31_
context/pre-verifications/WU-DASH-SERVE.md	context/pre-verifications/WU-DASH-SERVE.md	status: ISSUE-READY 2026-07-27 (v39 hub, beat 1). Companion instruction: context/instructi	status: CONSUMED by DASH-SERVE · was: ISSUE-READY 2026-07-27 (v39 hub, beat 1). Companion 
context/pre-verifications/WU-SKIP-VIS.md	context/pre-verifications/WU-SKIP-VIS.md	status: CURRENT at authoring. Companion: context/instructions/2026-07-26_SKIP-VIS_explanat	status: CONSUMED by SKIP-VIS · was: CURRENT at authoring. Companion: context/instructions/
context/open-questions.md	context/archive/open-questions.md	status: CLOSED-CHANNEL (historical register; content preserved verbatim below the head not	status: SUPERSEDED 2026-09-07 — by: context/handoff/2026-09-06_v66_OPERATOR-BRIEF_for-Nick
START_HERE.md	START_HERE.md	status: CURRENT	status: CURRENT — §1 step 7: pointers re-verified; last-verified bumped
context/canonical-paths.md	context/canonical-paths.md	status: CURRENT	status: CURRENT — §1 steps 6+7: citations re-pointed; archive-convention section added; last-verified bumped
context/truth-map.md	context/truth-map.md	status: CURRENT — placement PROPOSED at context/truth-map.md by the R-11 lane (the brief's	status: CURRENT — placement PROPOSED at context/truth-map.md by the R-11 lane (the brief's — §1 steps 6+7: citations re-pointed; one row added; last-verified bumped
context/strategic-context-map.md	context/strategic-context-map.md	status: CURRENT	status: CURRENT — §1 step 6: one citation re-pointed (weeks/)
ClaudeFolder/Founder_Operating_Plan_v1.md	ClaudeFolder/Founder_Operating_Plan_v1.md	<no status line>	§1 step 8: two-line CURRENCY banner inserted at line 1
ClaudeFolder/Technical_Roadmap_v1.md	ClaudeFolder/Technical_Roadmap_v1.md	<no status line>	§1 step 8: two-line CURRENCY banner inserted at line 1
ClaudeFolder/_scratch/CLEANUP_2026-09-07.sh	ClaudeFolder/_scratch/CLEANUP_2026-09-07.sh	<no status line>	§1 step 8: NEW — 13 dirs + 297 files listed by name for Nick's hands
ClaudeFolder/_scratch/README.md	ClaudeFolder/_scratch/README.md	<no status line>	§1 step 8: NEW — four lines
